Date,Test Case ID,Module,Test Scenario,Test Steps,Expected Result,Actual Result,Status,Remarks
2026-05-22,TC-064,DNS Zone Scope,Update TTL value of records in scope zone,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > Zone Scope
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",TTL value should be updatable for scope zone records,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-22,TC-065,DNS Zone Scope,Verify DS record with DNSSEC enabled in scope zone,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > Zone Scope
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",DS record should function correctly with DNSSEC,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-22,TC-066,DNS Zone Scope,Verify cluster-level zones display correctly,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > Zone Scope
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Only zones from current cluster should display,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-22,TC-067,DNS Zone Scope,Verify DNS configuration data displays only from current cluster,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > Zone Scope
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Config data from other clusters should not display,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-22,TC-068,DNS Zone Scope,Verify reverse zone scope is not supported across clusters,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > Zone Scope
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify proper validation/error message is displayed and no change is saved",Reverse zone scope should be restricted to current cluster,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
,,CLIENT SUBNET,,,,,,
2026-05-25,TC-069,DNS Client Subnet,Add client subnet with valid name and IPv4 addresses,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Client Subnet
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Client subnet should be created successfully,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-25,TC-070,DNS Client Subnet,Edit client subnet and verify update,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Client Subnet
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Client subnet should be updated correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-25,TC-071,DNS Client Subnet,Delete client subnet and verify removal,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Execute the API request as per the test scenario
4. Verify the response status code, headers and body
5. Cross-verify backend state via PowerShell/dig",Client subnet should be removed,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-25,TC-072,DNS Client Subnet,Add client subnet with duplicate name and verify rejection,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Client Subnet
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Enter invalid / duplicate / out-of-range value as per scenario
7. Click 'Save' / 'Submit'
8. Verify proper validation/error message is displayed and no change is saved",Error should display - duplicate name not allowed,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-25,TC-073,DNS Client Subnet,Verify client subnet using Get-DnsServerClientSubnet command,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Client Subnet
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Client subnet should appear in PowerShell output,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-25,TC-074,DNS Client Subnet,Verify client subnet association with RRL exception list and DNS QRP,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Client Subnet
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Association should work correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-25,TC-075,DNS Client Subnet,Enter multiple IPv6 addresses in client subnet exceeding 100 characters,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Client Subnet
3. Enter invalid / duplicate / out-of-range value as per scenario
4. Click 'Save' / 'Submit'
5. Verify proper validation/error message is displayed and no change is saved",Validation error should display for field length limit,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-25,TC-076,DNS Client Subnet,Edit client subnet and verify multiple IPv4 and IPv6 addresses load correctly,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Client Subnet
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All IP addresses should load properly in edit form,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-25,TC-077,DNS Client Subnet,Enter invalid subnet format (e.g. 2.2.2.2/24 without proper CIDR),"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Client Subnet
3. Enter invalid / duplicate / out-of-range value as per scenario
4. Click 'Save' / 'Submit'
5. Verify proper validation/error message is displayed and no change is saved",Validation error for invalid subnet format,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-25,TC-078,DNS Client Subnet,Delete client subnet associated with RRL exception list and DNSQRP,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Execute the API request as per the test scenario
4. Verify the response status code, headers and body
5. Cross-verify backend state via PowerShell/dig",Deletion should be prevented with proper error message,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-25,TC-079,DNS Client Subnet,Verify client subnet at cluster level,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Client Subnet
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Client subnet should work correctly at cluster level,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-25,TC-080,DNS Client Subnet,Save client subnet without entering any IP address,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Client Subnet
3. Enter invalid / duplicate / out-of-range value as per scenario
4. Click 'Save' / 'Submit'
5. Verify proper validation/error message is displayed and no change is saved",Validation error - enter at least one IP in client subnet,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
,,DNS RECURSION SETTING,,,,,,
2026-05-25,TC-081,DNS Recursion,Add DNS recursion setting with valid values,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Recursion
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Recursion setting should be added successfully,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-25,TC-082,DNS Recursion,Edit DNS recursion setting and verify update,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Recursion
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Recursion setting should be updated correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-25,TC-083,DNS Recursion,Delete DNS recursion setting and verify default value in Windows terminal,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Execute the API request as per the test scenario
4. Verify the response status code, headers and body
5. Cross-verify backend state via PowerShell/dig",Default value should be restored in Get-DnsServerRecursion,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-25,TC-084,DNS Recursion,Verify DNS recursion using Get-DnsRecursionSetting command,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Recursion
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",PowerShell output should match configured values,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-25,TC-085,DNS Recursion,Verify cluster-wise recursion settings consistency,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Recursion
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Same settings should appear when browsing specific cluster tab,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-25,TC-086,DNS Recursion,Enter timeout value outside range (1-15) in additional timeout retry interval,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Recursion
3. Enter invalid / duplicate / out-of-range value as per scenario
4. Click 'Save' / 'Submit'
5. Verify proper validation/error message is displayed and no change is saved",Validation error - only values 1-15 allowed,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
,,DNS FORWARDERS,,,,,,
2026-05-26,TC-087,DNS Forwarders,Add DNS forwarder with valid IP addresses,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Forwarders
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Forwarder should be added successfully,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-088,DNS Forwarders,Edit DNS forwarder and verify update,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Forwarders
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Forwarder should be updated correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-089,DNS Forwarders,Delete DNS forwarder and verify default value in Get-DnsServerForwarder,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Execute the API request as per the test scenario
4. Verify the response status code, headers and body
5. Cross-verify backend state via PowerShell/dig",Default value should be restored,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-090,DNS Forwarders,Verify forwarder using Get-DnsForwarders command after add edit and delete,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Forwarders
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Select the record from list
10. Click 'Delete' / 'Remove' and confirm in dialog
11. Verify success toast and that record appears/updates/removes in the list
12. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",PowerShell output should match configuration,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-091,DNS Forwarders,Verify forwarder IP resolution using dig command,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Forwarders
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Dig should resolve through configured forwarder,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-092,DNS Forwarders,Enter timeout value outside valid range in DNS forwarders,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Forwarders
3. Enter invalid / duplicate / out-of-range value as per scenario
4. Click 'Save' / 'Submit'
5. Verify proper validation/error message is displayed and no change is saved",Validation error for invalid timeout range,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-26,TC-093,DNS Forwarders,Enter invalid IP address in forwarders list,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Forwarders
3. Enter invalid / duplicate / out-of-range value as per scenario
4. Click 'Save' / 'Submit'
5. Verify proper validation/error message is displayed and no change is saved",Validation error for invalid IP format,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-26,TC-094,DNS Forwarders,Verify DNS forwarder IP resolve functionality,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Forwarders
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Forwarder IP should resolve correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-095,DNS Forwarders,Verify forwarder list displays in show all popup box,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Forwarders
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All forwarder IPs should be visible in popup,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
,,DNS RRL SETTING,,,,,,
2026-05-26,TC-096,DNS RRL Setting,Add DNS RRL setting with valid configuration,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",RRL setting should be added successfully,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-097,DNS RRL Setting,Edit DNS RRL setting and verify update,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",RRL setting should be updated correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-098,DNS RRL Setting,Delete DNS RRL setting and verify removal,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Execute the API request as per the test scenario
4. Verify the response status code, headers and body
5. Cross-verify backend state via PowerShell/dig",RRL setting should be removed,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-099,DNS RRL Setting,Verify RRL using Get-DnsRRLSetting command after add edit and delete,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Select the record from list
10. Click 'Delete' / 'Remove' and confirm in dialog
11. Verify success toast and that record appears/updates/removes in the list
12. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",PowerShell output should match configuration,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-100,DNS RRL Setting,Enable RRL mode and verify functionality,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",RRL should be active and rate limiting queries,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-101,DNS RRL Setting,Disable RRL mode and verify queries are not rate limited,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",RRL should be inactive,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-102,DNS RRL Setting,Enter values outside valid range for all RRL fields,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL
3. Enter invalid / duplicate / out-of-range value as per scenario
4. Click 'Save' / 'Submit'
5. Verify proper validation/error message is displayed and no change is saved",Validation errors should display for out-of-range values,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-26,TC-103,DNS RRL Setting,Verify IPv4 prefix length value add and edit (valid range),"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Verify success toast and that record appears/updates/removes in the list
10. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",IPv4 prefix length should accept only valid range,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-104,DNS RRL Setting,Verify IPv6 prefix length value add and edit (valid range),"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Verify success toast and that record appears/updates/removes in the list
10. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",IPv6 prefix length should accept only valid range,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-105,DNS RRL Setting,Verify leak rate range (2-10) in add and edit,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Enter invalid / duplicate / out-of-range value as per scenario
10. Click 'Save' / 'Submit'
11. Verify proper validation/error message is displayed and no change is saved",Only values 2-10 should be allowed,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-26,TC-106,DNS RRL Setting,Verify truncate rate range (2-10) in add and edit,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Enter invalid / duplicate / out-of-range value as per scenario
10. Click 'Save' / 'Submit'
11. Verify proper validation/error message is displayed and no change is saved",Only values 2-10 should be allowed,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-26,TC-107,DNS RRL Setting,Edit scope zone TTL and server swap in RRL context,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Update should succeed without errors,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-26,TC-108,DNS RRL Setting,Verify email notification when Windows server status is down,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Email should be sent to contact for particular cluster,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
,,RRL EXCEPTION LIST,,,,,,
2026-05-27,TC-109,RRL Exception List,Add RRL exception list with valid data,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL Exception List
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Exception list should be created successfully,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-110,RRL Exception List,Edit RRL exception list and verify update,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL Exception List
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Exception list should be updated correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-111,RRL Exception List,Delete RRL exception list and verify removal,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Execute the API request as per the test scenario
4. Verify the response status code, headers and body
5. Cross-verify backend state via PowerShell/dig",Exception list should be removed,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-112,RRL Exception List,Verify using Get-DnsRRLExceptionList command,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL Exception List
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",PowerShell output should match configuration,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-113,RRL Exception List,Add client subnet association and verify,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL Exception List
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Client subnet should be associated correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-114,RRL Exception List,Verify FQDN domain validation in exception list,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL Exception List
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify proper validation/error message is displayed and no change is saved",Only valid FQDNs should be accepted,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-27,TC-115,RRL Exception List,Check allow list and deny list details with all fields,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL Exception List
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All field values should display correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-116,RRL Exception List,Add RRL exception list with duplicate name,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL Exception List
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Enter invalid / duplicate / out-of-range value as per scenario
7. Click 'Save' / 'Submit'
8. Verify proper validation/error message is displayed and no change is saved",Error should display - same name not allowed,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-27,TC-117,RRL Exception List,Update RRL exception list and verify client subnet value not added to deny list,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL Exception List
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Client subnet should not incorrectly appear in deny list,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-118,RRL Exception List,Append dot to FQDN ending with zone name in exception list,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > RRL Exception List
3. Perform the action described in the test scenario
4. Verify success toast and that record appears/updates/removes in the list
5. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",FQDN should properly end with dot,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
,,DNS QRP (Query Resolution Policy),,,,,,
2026-05-27,TC-119,DNS QRP,Add DNS QRP with valid configuration,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",QRP should be created successfully,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-120,DNS QRP,Edit DNS QRP and verify update,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",QRP should be updated correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-121,DNS QRP,Delete DNS QRP and verify removal,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Execute the API request as per the test scenario
4. Verify the response status code, headers and body
5. Cross-verify backend state via PowerShell/dig",QRP should be removed,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-122,DNS QRP,Verify using Get-DnsQRP command after add edit and delete,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Select the record from list
10. Click 'Delete' / 'Remove' and confirm in dialog
11. Verify success toast and that record appears/updates/removes in the list
12. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",PowerShell output should match configuration,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-123,DNS QRP,Add client subnet association in QRP,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Client subnet should be associated correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-124,DNS QRP,Verify FQDN domain validation in QRP,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify proper validation/error message is displayed and no change is saved",Only valid FQDNs should be accepted,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
